ID,Work Item Type,Title,Test Step,Step Action,Step Expected,Area Path,Assigned To,State
,,,2.0,Select a notification and click on take action,The system displays the preview action,,,
,,,3.0,Click and Select a Notice Sent Date from the available date options.,The system displays the calendar with the Sent Date available,,,
,,,4.0,Click on Apply Default Selected Button,The system applied the changes in all the notifications,,,
,,,5.0,Click on the preview option ,The system displays the notification preview,,,
,,,6.0,Click on the update button.,The system displays the selected Sent Date applied to the notification.                                                               The system displays the changes on the preview.                                                                                                  The system retains the selected Notice Sent Date until a new one is selected.                                           The system displays a pop-up with the result of the transaction.,,,
90936.0,Test Case,88005-SM- Function – Notifications-Review Notification Before Generation - Update Button Behavior-Applying/Retaing Selected Notice Sent Date & Notice of Action - Review Screen,,,,SG\Elections\Java\EMS\VM\Voter,Jorge Taveras <jtaveras@gocivix.com>,Design
,,,1.0,"Preconditions:  Logged as State User, Notifications Added before, Notification review- before generation option selected","
",,,
,,,2.0,Select a notification and click on take action,The system displays the preview action,,,
,,,3.0,Click and Select a Notice Sent Date and a Notice of Action from the available options.,The system displays the calendar with the Sent Date available and the Notice of Action selected,,,
,,,4.0,Click on Apply Default Selected Button,The system applied the changes in all the notifications,,,
,,,5.0,Click on the preview option ,The system displays the notification preview,,,
,,,6.0,Click on the update button.,The system displays the selected Sent Date and Notice of Action applied to the notification.                                                               The system displays the changes on the preview.                                                                                                  The system retains the selected Notice Sent Date and the Notice of Action until a new one is selected.                                                                 The system displays a pop-up with the result of the transaction.,,,
91486.0,Test Case,88007 - SM  - Notification Review Before Generation Button,,,,SG\Elections\Java\EMS\VM\Voter,Yahaira Barrios <ybarrios@gocivix.com>,Ready
,,,1.0,"Preconditions 
Logged as County User","
",,,
,,,2.0,Navigate to System Management Module,"
",,,
,,,3.0,Select Notifications,Note Review Notification Before Generation Button is present,,,
,,,4.0,Click on Review Notification Before Generation Button,Notification Review - Before Generation page is displayed,,,
,,,5.0,Look Filters Section,"Upload Date, Document Type, Linked Object Type, Linked Object Linked, First Name, Last Name fields are present",,,
,,,6.0,Look Under the Filters Section,"Buckets for each type of Document Type are listed, with the count of documents for each of those",,,
,,,7.0,Look Search and Reset Buttons are present,"
",,,
,,,8.0,Observe the grid,"Select checkbox, Id, Uploaded Date, Created User, Document Type, Linked Object Type, Linked Object ID, Last Name first Name are present",,,
,,,9.0,Look Take Action Button is under the grid,"
",,,
,,,10.0,Click on Linked Object Type Dropdown,"List of Items Candidate, Poll Place, Poll Worker, Voter is displayed",,,
,,,11.0,Select Voters,"
",,,
,,,12.0,Press Search Button,Grid is populated,,,
,,,13.0,Click on checkbox for the item Selected,"
",,,
,,,14.0,Press Take Action button,Notification Review Action page is displayed with the information of the selected item,,,
91518.0,Test Case,88007 - SM - Notification Review Before Generation - Search Functionality,,,,SG\Elections\Java\EMS\VM\Voter,Yahaira Barrios <ybarrios@gocivix.com>,Ready
,,,1.0,"Preconditions
Logged as County
Dummy Data for Voters already Loaded in the system","
",,,
,,,2.0,Navigate to System Management Module,"
",,,
,,,3.0,Click on Notifications,"
",,,
,,,4.0,Click on Notification Review Button,Notification Review - Before Generation page is opened,,,
,,,5.0,Click on Search Button without select any filter,Alert Message is displayed to inform the user the Linked Object Type is mandatory,,,
,,,6.0,On Linked Object Type dropdown select Voter,"
",,,
,,,7.0,Press Search Button,All data for Voters loaded before is displayed on the grid,,,
,,,8.0,Press Reset Button,Grid and Linked Object Type dropdown are cleared out,,,
,,,9.0,Fill Date field and Linked Object Type Dropdown ,"
",,,
,,,10.0,Press Search Button,Grid display the data for the voter that meets the search criteria,,,
,,,11.0,Press Reset button,Filter fields and grid are cleared out,,,
,,,12.0,Select Document Type and Linked Object Type,"
",,,
,,,13.0,Press Search Button,Grid display the data that meets the search criteria,,,
,,,14.0,Press Reset Button,Filter fields and grid are cleared out,,,
,,,15.0,Select Linked Object Type and fill the corresponding Linked Object ID,"
",,,
,,,16.0,Press Search Button,Grid display the data that meets the search criteria,,,
,,,17.0,Press Reset Button,Filter fields and grid are cleared out,,,
,,,18.0,Select Linked Object Type and Fill Last Name,"
",,,
,,,19.0,Press Search Button,Grid display the data that meets the search criteria,,,
,,,20.0,Press Reset Button,Filter fields and grid are cleared out,,,
,,,21.0,Select Linked Object Type and Fill First Name,"
",,,
,,,22.0,Press Search Button,Grid display the data that meets the search criteria,,,
,,,23.0,Press Reset Button,Filter fields and grid are cleared out,,,
91565.0,Test Case,88007 - SM - Notification Review Before Generation - Buckets Functionality,,,,SG\Elections\Java\EMS\VM\Voter,Yahaira Barrios <ybarrios@gocivix.com>,Ready
,,,1.0,Preconditions Logged as County User,"
",,,
,,,2.0,Navigate to System Management Module,"
",,,
,,,3.0,Select Notifications,Note Review Notification Before Generation Button is present,,,
,,,4.0,Click on Review Notification Before Generation Button,Notification Review - Before Generation page is displayed,,,
,,,5.0,Look Under the Filters Section,"Buckets for each type of Document Type are listed, with the count of documents for each of those",,,
,,,6.0,Click on CROSS-STATE Voters Bucket,The quantity displayed on the bucket is the same quantity of items displayed on the grid,,,
,,,7.0,Press Reset Button,"
",,,
,,,8.0,Click on Type Document Drop Down select Cross State,"
",,,
,,,9.0,Click on Linked Object Type select Voters,"
",,,
,,,10.0,Press Search Button,The items displayed in the grid after the search are the same items displayed on the grid when click on the Cross - State Voters Bucket,,,
,,,11.0,Click on IDLE Voters Bucket,The quantity displayed on the bucket is the same quantity of items displayed on the grid,,,
,,,12.0,Press Reset Button,"
",,,
,,,13.0,Click on Type Document Drop Down select IDLE,"
",,,
,,,14.0,Click on Linked Object Type select Voters,"
",,,
,,,15.0,Press Search Button,The items displayed in the grid after the search are the same items displayed on the grid when click on the IDLE Voters Bucket,,,
,,,16.0,Click on IN-STATE Voters Bucket,The quantity displayed on the bucket is the same quantity of items displayed on the grid,,,
,,,17.0,Press Reset Button,"
",,,
,,,18.0,Click on Type Document Drop Down select IN STATE,"
",,,
,,,19.0,Click on Linked Object Type select Voters,"
",,,
,,,20.0,Press Search Button,The items displayed in the grid after the search are the same items displayed on the grid when click on the IN-STATE Voters Bucket,,,
,,,21.0,Click on NCOA Voters Bucket,The quantity displayed on the bucket is the same quantity of items displayed on the grid,,,
,,,22.0,Press Reset Button,"
",,,
,,,23.0,Click on Type Document Drop Down select NCOA,"
",,,
,,,24.0,Click on Linked Object Type select Voters,"
",,,
,,,25.0,Press Search Button,The items displayed in the grid after the search are the same items displayed on the grid when click on the NCOA Voters Bucket,,,
,,,26.0,Add a IN STATE document ,IN-STATE Bucket counter is increased,,,
,,,27.0,Add a NCOA document,NCOA Bucket counter is increased,,,
,,,28.0,Add a CROSS STATE document,CROSS-STATE counter is increased,,,
,,,29.0,Add a IDLE document,IDLE counter is increased,,,
,,,30.0,Click on each bucket,Quantity of items displayed on grid are equal to the Bucket counter selected,,,
,,,31.0,Remove a NCOA Document,Confirm Bucket Counter is decreased,,,
,,,32.0,Click on the NCOA Bucket,Confirm Items displayed,,,
,,,33.0,,,,,
91690.0,Test Case,Add/Maintain Notification Cancellation Request,,,,SG\Elections\Java\EMS,Sujatha Yelchuri <syelchuri@gocivix.com>,Design
,,,1.0,Navigate to System Management-> Notification->Notification Request,Notification Run Request Search Page must be displayed,,,
,,,2.0,Select a Linked Type 'Voter' and Notification Type 'Print',The corresponding results must be displayed on the search results grid,,,
,,,3.0,"Click ADD and enter all the mandatory fields and SAVE
Notification Template-Cancellation Letter
Linked Object Type-Voter
Linked Object Id-Voter Id
Notification Criteria-{""v_voter.id_voter"":"" enter voter id number ""}
Ex: {""v_voter.id_voter"":""333""}
 

","1.User Navigates back to Notification Run Request Search Page
2.Added notification request is displayed in grid results with appropriate status 'Completed'",,,
,,,4.0,"Click on the ""Actions"" ellipsis ","A dropdown with View, Download, and Delete options appears.",,,
,,,5.0,Click View from the ellipsis menu,"
",,,
,,,6.0,Click  Download from the ellipsis menu,PDF File is downloaded successfully and status is 'Viewed',,,
,,,7.0,Click Delete from the ellipsis menu,A confirmation prompt appears ,,,
,,,8.0,Click on OK,"The system displays a ""successfully Deleted "" message, and the request is no longer visible in the list.",,,
,,,9.0,"
","
",,,
91691.0,Test Case,Notice to Confirm Voter Registration Address,,,,SG\Elections\Java\EMS,Sujatha Yelchuri <syelchuri@gocivix.com>,Ready
,,,1.0,Login as Region User,"
",,,
,,,2.0,"Navigate to System Management-> Notification->NotificationRequest
","Notification Run Request Search Page must be displayed
",,,
,,,3.0,Select a Linked Type 'Voter' and Notification Type 'Print',The corresponding results must be displayed on the search results grid,,,
,,,4.0,"Click ""ADD"" and enter all the mandatory fields and ""SAVE""
Notification Template-Notice to Confirm Voter Registration Address
Linked Object Type-Voter
Linked Object Id-Voter Id
Notification Criteria-{""v_voter.id_voter"":"" enter voter id number ""}
Ex: {""v_voter.id_voter"":""333""}","1.User Navigates back to Notification Run Request Search Page
2.Added notification request is displayed in grid results with appropriate status 'Completed'
Note: The status starts as Pending, then transitions to In Progress, and finally to Completed ",,,
,,,5.0,"Click on the ""Actions"" ellipsis ",Options are displayed,,,
,,,6.0,"Click on ""Download""",PDF File is downloaded successfully and status is 'Viewed',,,
,,,7.0,"Check the Report to ensure that the data displayed matches the Voter details-voter’s address, name and region are displayed correctly",The data in the PDF report must align with the  voter registration data in EMS,,,
,,,8.0,Ensure the voter registrar's address and phone number on the office data page are correctly displayed in the PDF,The data in the PDF report must match,,,
,,,9.0,Verify the content of the PDF notification ,"Must match with the content provided in the sample report
Note: Attached Sample file for reference",,,
91692.0,Test Case,Notice of Defective Application for Ballot by Mail,,,,SG\Elections\Java\EMS,Sujatha Yelchuri <syelchuri@gocivix.com>,Ready
,,,1.0,Login as Region User,"
",,,
,,,2.0,"Navigate to System Management-> Notification->NotificationRequest
","Notification Run Request Search Page must be displayed
",,,
,,,3.0,"Click ""ADD"" and enter all the mandatory fields and ""SAVE""
Notification Template-Notice of Defective Application for Ballot by Mail
Linked Object Type-Voter
Linked Object Id-Voter Id
Notification Criteria-{""v_voter.id_voter"":"" enter voter id number ""}
Ex: {""v_voter.id_voter"":""333""}","1.User Navigates back to Notification Run Request Search Page
2.Added notification request is displayed in grid results with appropriate status 'Completed'
Note: The status starts as Pending, then transitions to In Progress, and finally to Completed ",,,
,,,4.0,"Click on the ""Actions"" ellipsis ",Options are displayed,,,
,,,5.0,"Click on ""Download""",PDF File is downloaded successfully and status is 'Viewed',,,
,,,6.0,"Check the Report to ensure that the data displayed matches the Voter details-
1.Date on the notification-Month/year
2. County Early Voting Clerk Name and Address
3.Voter First name, Middle name ,Last name
4.Voter Mailing Address
5.Date notice
6.FPCA Defective reason
7.Phone number of the early voting clerk
8.PDF file content
9.Spanish Template version",The data in the PDF report must align with the  voter registration data,,,
,,,7.0,"
","
",,,
91693.0,Test Case,Add/Maintain Notification Request,,,,SG\Elections\Java\EMS,Muniba Nisar <mnisar@gocivix.com>,Design
,,,1.0,PreCondition:User must have necessary permissions to manage notification requests.,"
",,,
,,,2.0,Navigate to System Management-> Notification->Notification Request,Notification Run Request Search Page must be displayed,,,
,,,3.0,"Click ""Add"" ",Add from for Notification Request displayed.,,,
,,,4.0,"Fill in all required fields Notification Template: Select Any Letter (e.g.Acceptance Letter)Linked Object Type: Choose Voter.Linked Object ID: Enter Voter ID.Notification Criteria: Provide the voter ID in the format:
{""v_voter.id_voter"": ""enter voter ID number""}
Example: {""v_voter.id_voter"": ""312""}",Fields accept input correctly.,,,
,,,5.0,"Click on ""Save""","
The user returns to the Notification Run Request Search page.The newly added notification request appears in the grid with the status 'Completed'.
",,,
,,,6.0,Click on the ellipsis (three dots) next to the request.,"A dropdown with View, Download, and Delete options appears.",,,
,,,7.0,Click View.,The notification request details are displayed correctly.,,,
,,,8.0,Click Download from the ellipsis menu.,"
The file is downloaded successfully.Open the downloaded file and verify the data.The file contains correct details of the notification reques
",,,
,,,9.0,Click Delete from the ellipsis menu.,"A confirmation prompt appears.Click on 'OK' The system displays a ""successfully Deleted "" message, and the request is no longer visible in the list.",,,
,,,10.0,"
","
",,,
,,,11.0,"
","
",,,
,,,12.0,"
",,,,
